"cv_0","pa","lon","lat","PC1","PC2","PC3","PC4","PC5"
1,0,-45.4874999996667,-11.9208333331679,-0.396427422761917,-2.15170192718506,-1.00094044208527,0.635241687297821,0.392836898565292
2,0,-47.5374999996667,-18.1541666665247,0.198014855384827,-0.564608931541443,-1.14901745319366,1.67970073223114,0.826959848403931
4,0,-47.8874999996667,-16.1208333331837,-0.172029927372932,-0.430436581373215,-1.31794190406799,1.08472740650177,0.355653345584869
1,0,-54.570833333,-15.1708333331801,0.476545244455338,-0.511355757713318,-0.603768169879913,2.48784685134888,0.718148231506348
2,0,-42.120833333,-20.3874999998664,-0.935264647006989,0.889010429382324,-0.580376148223877,1.41120004653931,0.581155776977539
2,0,-51.8791666663333,-18.9708333331944,0.508667767047882,-0.610205173492432,-0.317890495061874,1.58822762966156,0.900801241397858
1,0,-47.395833333,-18.1708333331914,0.218791976571083,-0.636710107326508,-1.1098712682724,1.80419230461121,0.784892141819
1,0,-47.2541666663333,-11.145833333165,0.267860263586044,-1.79736542701721,-0.989674150943756,0.742734849452972,0.525254487991333
2,0,-49.2124999996667,-18.5541666665262,0.0405139587819576,-1.27747666835785,-0.519524753093719,1.52548205852509,0.746824502944946
1,0,-55.1541666663333,-14.162499999843,0.759742617607117,-1.07825350761414,-0.863750994205475,2.08778929710388,0.850826025009155
3,0,-45.3624999996667,-19.2541666665288,-0.343145102262497,-0.755765736103058,-0.698264360427856,1.68569016456604,0.769293308258057
4,0,-49.2874999996667,-12.5124999998368,0.904197216033936,-2.24065852165222,-0.850255370140076,0.86001056432724,0.500511825084686
2,0,-46.445833333,-21.5041666665373,-0.275444269180298,0.548387050628662,-0.582211256027222,1.77356779575348,0.707323849201202
3,0,-47.145833333,-16.6874999998525,-0.332166910171509,-0.544061481952667,-1.23013317584991,1.3030378818512,0.12758857011795
3,0,-55.3374999996667,-17.8624999998569,0.470938175916672,-1.57860100269318,0.394015699625015,0.842670917510986,0.726238667964935
4,0,-46.8541666663333,-13.6624999998411,0.513899147510529,-2.15532827377319,-0.951558291912079,0.471841931343079,0.746980428695679
3,0,-54.0874999996667,-15.6791666665154,0.1995889544487,-0.582910597324371,-0.478669196367264,2.57679581642151,0.635867714881897
1,0,-55.5791666663333,-18.7374999998602,0.518432557582855,-1.48672604560852,0.571508407592773,0.530090093612671,0.640497088432312
3,0,-54.870833333,-18.8124999998605,0.432970136404037,-0.960434854030609,0.273781955242157,0.768392860889435,0.574313402175903
3,0,-41.220833333,-21.0874999998691,-0.180909141898155,-0.693989038467407,0.0281266532838345,-0.720627665519714,1.06715774536133
2,0,-51.1291666663333,-19.8041666665309,0.161184996366501,-0.887903451919556,-0.104349590837955,1.54513323307037,0.830474555492401
1,0,-55.3624999996667,-17.5374999998557,0.43024742603302,-1.50390696525574,0.225940674543381,0.723493695259094,0.791287541389465
1,0,-44.5874999996667,-16.8624999998532,-0.627476096153259,-1.31967830657959,-0.659665882587433,1.70117115974426,0.784302413463593
2,0,-50.6874999996667,-17.4374999998553,0.599221467971802,-0.901241362094879,-0.954897224903107,0.949382305145264,0.516084015369415
2,0,-45.5624999996667,-13.0458333331721,-0.147699192166328,-1.92708766460419,-1.23456954956055,0.439116358757019,0.511005520820618
4,0,-50.195833333,-13.8208333331751,0.77016019821167,-2.17225933074951,-0.741623103618622,0.863821148872375,0.550603866577148
2,0,-44.4874999996667,-18.6958333331934,-0.670473158359528,-0.981233954429626,-0.980244040489197,1.64312887191772,0.58024799823761
2,0,-48.2624999996667,-12.0874999998352,0.616034090518951,-2.05049180984497,-0.919973731040955,0.896913290023804,0.460407912731171
3,0,-47.2791666663333,-19.5291666665299,0.296941995620728,0.442453503608704,-1.15571212768555,1.85792171955109,0.733854293823242
3,0,-48.8124999996667,-19.645833333197,0.313788443803787,-0.534376323223114,-0.38099792599678,2.02943325042725,0.952482163906097
1,0,-56.2124999996667,-16.6374999998523,0.303844183683395,-1.57448029518127,0.108550719916821,0.439574360847473,0.918126106262207
1,0,-56.845833333,-14.9041666665125,0.722302854061127,-1.15671801567078,-0.208991631865501,1.0023158788681,1.33487057685852
2,0,-54.6624999996667,-18.5124999998594,0.528372585773468,-1.2585072517395,0.413527280092239,0.833282172679901,0.606104850769043
